1283.6967468739983,476.48266685972504,1227.1509099419106,534.1499051350556,1904.1762741372972,638.257033439046,1902.210443463756,504.69084102897546
925.8139048557068,765.5350186217479,924.8343575245542,854.6954984749634,1856.7580944335766,876.7854020092528,1858.7633865466973,798.9348267815268
142.10712171033381,881.1006920765284,141.6101506281265,955.9103134026661,1623.6144688935344,995.4563620997262,1622.9913264283236,933.3125035308491
620.7655240252717,1011.7085833945607,620.3612326674915,1076.9777544120072,993.4664698106159,1083.5471182163774,994.0472544404929,1019.5482804187727
163.41291051797654,1221.6696795156608,165.72659679937584,1281.8708989765194,1385.1593931351633,1294.6642359293085,1382.3191272577913,1234.4482453085848
2011.4758674016798,1234.2207890110512,2010.6610509874758,1291.6228849434467,2410.065587563923,1291.4295571558707,2407.183233919944,1229.8909781184877
204.36970116772244,1729.489681860665,202.9522220105982,1792.0287524797827,465.29185849118977,1775.7204162677626,463.6933474081626,1721.2589957733353
1777.9270400843457,1848.8562259197047,1778.1301472868117,1895.8390214794217,1870.8534578224408,1901.9801648726557,1881.0439139909124,1854.1599088313453
295.56364271993436,2913.796113620465,300.4976875917948,2967.1574517887675,1689.9678075861564,2904.0430521952203,1688.793200863788,2841.224951121561
1027.4517776814498,3276.1996504322524,1026.5675994516057,3381.665024081869,1801.852171615736,3407.229444958343,1800.442016974211,3306.2303523242003
492.8587489286613,3614.293093583732,492.31067621981435,3670.978638113851,677.8764589353319,3670.9069485736713,677.7870089823874,3605.0835877796544
